year,utility_id_irp,technology_chart,capacity_mw,net_generation_mwh,emissions_co2
2017,3265,Purchases,0.0,69045.37544585089,0.00478010774889144
2017,3266,Demand Response/ Demand-Side Management,0.0,0.0,0.0
2017,3266,Purchases,0.0,4337211.815586515,0.9397301634316024
2017,343,Coal,909.9999999999998,0.0,0.0
2017,3461,Coal,95.0,691274.6050149092,0.8008936112206624
2017,3461,Demand Response/ Demand-Side Management,6.745,16938.851274575198,0.0
2017,3461,Gas,82.0,49527.841715464536,0.021076250263279042
2017,3461,Purchases,0.0,894132.1312872235,0.8230880051539953
2017,3522,Gas,485.13,653211.8121361152,0.31758522141757395
2017,3522,Hydro,32.72,55996.25044293292,0.0
2017,3522,Purchases,0.0,224646.19194529552,0.08444517013266326
2017,3542,Battery Storage,4.0,-954.7870998742914,0.0
2017,3542,Demand Response/ Demand-Side Management,747.621,838350.1124777345,0.0
2017,3542,Purchases,0.0,4389870.5846930565,2.4382275426603606
2017,3755,Demand Response/ Demand-Side Management,365.488,1060720.6643286138,0.0
2017,3755,Purchases,0.0,2322339.9999999995,1.1751192041075498
2017,40211,Coal,211.6548,0.0,0.0
2017,40211,Demand Response/ Demand-Side Management,112.2,0.0,0.0
2017,40211,Gas,585.5,0.0,0.0
2017,40211,Purchases,0.0,0.0,0.0
2017,40211,RICE,3.2,0.0,0.0
2017,40211,Unspecified,49.6,0.0,0.0
2017,40229,Coal,424.0,0.0,0.0
2017,40229,Gas,1397.2,0.0,0.0
2017,40229,Nuclear,227.29040000000003,0.0,0.0
2017,40229,Oil,26.0,0.0,0.0
2017,40229,Purchases,0.0,0.0,0.0
2017,40230,Coal,612.54375,24544.60062075059,0.022547538855158547
2017,4110,Demand Response/ Demand-Side Management,2091.6,8477173.721903274,0.0
2017,4110,Purchases,0.0,27539174.04456735,12.764068666081553
2017,4176,Demand Response/ Demand-Side Management,732.3800000000001,3505262.408238527,0.0
2017,4176,Purchases,0.0,9214285.25241019,1.9938629207355625
2017,4226,Demand Response/ Demand-Side Management,676.5999999999999,1866721.1465284913,0.0
2017,4226,Gas,733.3000000000001,2970168.400427632,1.2679830379443024
2017,4226,Oil,85.9,2504.3052181164285,0.0031980190452288535
2017,4226,Purchases,0.0,17704280.80320745,2.806170658837822
2017,4247,Hydro,27.4,199428.57,0.0
2017,4247,Purchases,0.0,887894.0000000001,0.6191677829626693
2017,4254,Coal,2043.4660800000001,9272623.058328554,9.362823010169771
2017,4254,Demand Response/ Demand-Side Management,366.5,1979121.3652835644,0.0
2017,4254,Gas,3188.3,4880754.953827324,2.037093373847857
2017,4254,Hydro,132.2,441027.882430842,0.0
2017,4254,Oil,18.6,268.79314903790583,0.0003363404209672266
2017,4254,Pumped Storage,1009.1880000000001,-316777.41161079047,0.0
2017,4254,Purchases,0.0,20183884.679265026,6.440726472226786
2017,4254,Solar,4.0,5490.928541133932,0.0
2017,4254,Wind,211.8,545798.2969887129,0.0
2017,44372,Demand Response/ Demand-Side Management,1070.0,0.0,0.0
2017,4922,Coal,138.8475,90207.80594488572,0.08808499259934913
2017,4922,Demand Response/ Demand-Side Management,168.99,418147.61669985845,0.0
2017,4922,Gas,451.9,22756.191168942576,0.013442083482670748
2017,4922,Oil,37.800000000000004,34.438241669014296,2.8742841745025353e-05
2017,4922,Purchases,0.0,1403049.3022262247,0.7543362405356095
2017,4922,Solar,1.1,379.71904727226206,0.0
2017,5027,Demand Response/ Demand-Side Management,220.39999999999998,260684.53624615818,0.0
2017,5027,Purchases,0.0,6284903.295195189,2.4655224492778216
2017,5109,Coal,6686.8904999999995,26007707.997744318,25.60243472605104
2017,5109,Demand Response/ Demand-Side Management,910.4100000000001,6653130.22016065,0.0
2017,5109,Gas,2856.6,1137455.5217857715,0.6973625554855776
2017,5109,Nuclear,1217.0,8183501.642321662,0.0
2017,5109,Oil,313.1,4847.735286621029,0.013889892124612262
2017,5109,Pumped Storage,969.6120000000001,-311300.244484988,0.0
2017,5109,Purchases,0.0,7921235.314180416,3.816957261684786
2017,5109,Solar,53.9,46427.8428413012,0.0
2017,5109,Wind,449.2,1170835.4200531943,0.0
2017,5416,Coal,7289.1,22752527.821462687,19.74202776323539
2017,5416,Demand Response/ Demand-Side Management,3179.037,3263443.4474549126,0.0
2017,5416,Gas,5197.3,9650898.352235144,3.8090162481164818
2017,5416,Hydro,1131.5,1342589.8305543212,0.0
2017,5416,Nuclear,5571.2635,39369132.74618035,0.0
2017,5416,Pumped Storage,2070.0,-774613.1514150987,0.0
2017,5416,Purchases,0.0,9071175.098574627,2.14341927921857
2017,5416,Solar,79.6,106518.29962878852,0.0
2017,54710,RICE,8.4,0.0,0.0
2017,5487,Demand Response/ Demand-Side Management,127.85,798951.1583270808,0.0
2017,5487,Purchases,0.0,4211660.436700507,1.7346595118256063
2017,54913,Demand Response/ Demand-Side Management,331.72,1900768.3094269244,0.0
2017,54913,Purchases,0.0,6116270.457579425,1.2094265890116696
2017,55729,Coal,772.0,3442752.9235507334,3.497552332391133
2017,55729,Demand Response/ Demand-Side Management,222.233,167323.24724926963,0.0
2017,55729,Gas,571.8,10644.266320868968,0.021678501705802225
2017,55729,Purchases,0.0,767787.7576795939,0.3176507284505258
2017,55729,Solar,6.7,231.41462268687175,0.0
2017,55937,Coal,293.33500000000004,1283534.6926635937,1.3631915660047227
2017,55937,Demand Response/ Demand-Side Management,94.61999999999999,194169.51816892388,0.0
2017,55937,Gas,2354.6,4650460.450621069,3.0289871462286113
2017,55937,Purchases,0.0,12688180.975503433,7.241797171935738
2017,56146,Demand Response/ Demand-Side Management,21.445,45045.76704940713,0.0
2017,56146,Gas,240.0,155146.17074639467,0.09090994383922955
2017,56146,Oil,30.0,-561.6248890309845,0.00020639824550424535
2017,56146,Purchases,0.0,1665901.384939875,0.9888659823934414
2017,56146,Wind,75.3,235541.64249275214,0.0
2017,56505,Gas,2805.2,0.0,0.0
2017,56505,Oil,1140.2,0.0,0.0
2017,56815,Gas,203.10000000000002,0.0,0.0
2017,5701,Coal,57.26700000000001,132964.62750429765,0.12906818922718222
2017,5701,Demand Response/ Demand-Side Management,75.76,281604.09181771585,0.0
2017,5701,Gas,1893.2,2756805.0907764183,1.5666605079118658
2017,5701,Nuclear,665.1168,3672481.295924792,0.0
2017,5701,Purchases,0.0,1793831.8375456866,0.8381767889602681
2017,5701,Solar,3.0,3486.5179983429093,0.0
2017,5860 and 26510 and 57222,Coal,463.744,1860073.7789275525,1.7789299313592861
2017,5860 and 26510 and 57222,Demand Response/ Demand-Side Management,106.678,155475.72787344755,0.0
2017,5860 and 26510 and 57222,Gas,1142.7,1982845.7109193283,0.8340108187697065
2017,5860 and 26510 and 57222,Hydro,16.0,24603.285784597978,0.0
2017,5860 and 26510 and 57222,Oil,15.0,228.26591822372546,0.00023226005996514472
2017,5860 and 26510 and 57222,Purchases,0.0,1818584.3930270986,0.6608630778538008
2017,61029,Demand Response/ Demand-Side Management,37.8,0.0,0.0
2017,61029,Purchases,0.0,603415.0,0.4808975307418728
2017,61576,Demand Response/ Demand-Side Management,137.834,1691332.4508635213,0.0
2017,61576,Purchases,0.0,8380364.62059306,4.773164567331419
2017,6371,Hydro,192.0,0.0,0.0
2017,6374,Demand Response/ Demand-Side Management,16.165,64208.92052143242,0.0
2017,6374,Purchases,0.0,174824.16072497837,0.06698665989499077
2017,6452 and 7801,Coal,2858.474,8597623.932162505,8.88200770132261
2017,6452 and 7801,Demand Response/ Demand-Side Management,2204.922,708285.9519953539,0.0
2017,6452 and 7801,Gas,20928.9,78118621.46573712,29.493963791241168
2017,6452 and 7801,Nuclear,3636.3880000000004,25063951.675185364,0.0
2017,6452 and 7801,Oil,3761.4,3204543.9912843127,2.1325733535528175
2017,6452 and 7801,Purchases,0.0,5514182.216874274,2.068724714517037
2017,6452 and 7801,Solar,261.7,506695.890162684,0.0
2017,6452 and 7801,Unspecified,3.2,21945.530043662617,0.0
2017,6452 and 7801,Wind,228.3,407119.3378958939,0.0
2017,6455,Coal,2442.7,8262323.62817941,7.984471600400788
2017,6455,Demand Response/ Demand-Side Management,1285.1,675815.4327280695,0.0
2017,6455,Gas,7045.1,25734031.645153947,10.767226630772521
2017,6455,Oil,1309.20495,14991.925582587857,0.0159499981265334
2017,6455,Purchases,0.0,6462066.366768988,2.692122631143956
2017,6455,Solar,17.7,14821.61245290522,0.0
2017,6458,Pumped Storage,1144.8000000000002,-373977.60000000003,0.0
2017,6458,Purchases,0.0,24844743.000000004,11.145225497428266
2017,7140,Battery Storage,1.0,50.50111442509901,0.0
2017,7140,Coal,6465.778,18457253.638087057,17.590361866555387
2017,7140,Demand Response/ Demand-Side Management,756.991,1645887.26312629,0.0
2017,7140,Gas,6312.2,25258857.98544244,9.61844374165054
2017,7140,Hydro,662.3,1073397.3757006172,0.0
2017,7140,Nuclear,1922.8618000000001,15287816.782467375,0.0
2017,7140,Oil,925.74305,11611.40828489196,0.018246171744431786
2017,7140,Pumped Storage,424.05642000000006,-202614.2453171621,0.0
2017,7140,Purchases,0.0,26345030.70428727,10.694915009093918
2017,7140,Solar,127.5,233775.37578107673,0.0
2017,733,Battery Storage,2.0,0.0,0.0
2017,733,Coal,4232.6,17259017.587576285,15.755344611659382
2017,733,Demand Response/ Demand-Side Management,193.3,312837.9320489456,0.0
2017,733,Gas,1672.3,3399718.1526617236,1.3238940056169404
2017,733,Hydro,514.4,695524.3041954987,0.0
2017,733,Pumped Storage,247.3,-281244.7111703935,0.0
2017,733,Purchases,0.0,8183670.5838286,3.867554053399294
2017,7349,Demand Response/ Demand-Side Management,52.3,0.0,0.0
2017,7349,Gas,1637.0,0.0,0.0
2017,7349,Purchases,0.0,0.0,0.0
2017,7349,RICE,167.4,0.0,0.0
2017,7349,Wind,78.2,0.0,0.0
2017,7601,Battery Storage,2.0,0.0,0.0
2017,7601,Bioenergy,18.445,74624.38336044214,0.00018783299264681116
2017,7601,Demand Response/ Demand-Side Management,20.0,0.0,0.0
2017,7601,Hydro,97.2,304949.1136018574,0.0
2017,7601,Nuclear,21.676900000000003,147992.67928653033,0.0
2017,7601,Oil,163.71088,15949.597839276616,0.01457034979937119
2017,7601,Purchases,0.0,3637866.3757362333,0.6294187367004426
2017,7601,Solar,2.0,6102.759019810078,0.0
2017,7601,Wind,71.00000000000001,159727.79194919835,0.0
2017,803,Coal,1794.008,6975406.530679822,6.902231923686657
2017,803,Demand Response/ Demand-Side Management,718.8,3399993.919418716,0.0
2017,803,Gas,3711.2,7175509.167183802,3.1777368869093388
2017,803,Nuclear,1224.9935999999998,8530426.89793119,0.0
2017,803,Oil,98.5,494.36645755656343,0.0008543005238191761
2017,803,Purchases,0.0,7087988.440183474,3.928116916239304
2017,803,Solar,208.7,471451.42932850256,0.0
2017,814,Coal,1309.5,3977105.578552869,3.8862337231318484
2017,814,Demand Response/ Demand-Side Management,350.796,855984.6384994353,0.0
2017,814,Gas,2476.9,5765200.393381797,2.2508749617690818
2017,814,Hydro,65.0,68841.50423381182,0.0
2017,814,Nuclear,1845.0,9072597.236808036,0.0
2017,814,Purchases,0.0,3413820.298677474,1.0713396493419982
2017,8901,Demand Response/ Demand-Side Management,471.33899999999994,0.0,0.0
2017,9191,Coal,1161.60527,3820796.9682985726,3.926393899624848
2017,9191,Demand Response/ Demand-Side Management,525.619,1637741.0695859916,0.0
2017,9191,Gas,762.2,1310890.233448655,0.5135987263508073
2017,9191,Hydro,1697.0,7762564.329133447,0.0
2017,9191,Oil,5.0,15.699012659844733,1.4048622793566515e-05
2017,9191,Purchases,0.0,3729065.844323589,0.1948279732024052
2017,9269,Coal,1303.8000000000002,0.0,0.0
2017,9273,Battery Storage,20.0,0.0,0.0
2017,9273,Coal,2146.7,9155796.236741759,9.188914496376237
2017,9273,Demand Response/ Demand-Side Management,187.4,874449.5928850622,0.0
2017,9273,Gas,1160.0,1213817.9002295244,0.7364130655050101
2017,9273,Oil,62.79999999999999,717.9182685292559,0.0006060738805684752
2017,9273,Purchases,0.0,3257228.2600461906,1.987221168640781
2017,9324,Battery Storage,2.0,0.0,0.0
2017,9324,Coal,1300.0,3287032.806771933,3.1558615731321287
2017,9324,Demand Response/ Demand-Side Management,717.0,637616.9754388419,0.0
2017,9324,Hydro,22.6,64613.17390845652,0.0
2017,9324,Nuclear,2285.3,10587410.884871984,0.0
2017,9324,Purchases,0.0,5010348.680680214,3.4227544117353648
2017,9324,Solar,14.7,14569.725758420878,0.0
2017,9417,Coal,1259.6543,4205519.307750379,4.248057656324042
2017,9417,Demand Response/ Demand-Side Management,1125.4,3540880.7729684217,0.0
2017,9417,Gas,1817.5,2760158.0137425214,1.045990075487641
2017,9417,Oil,90.2,67.80581335262065,0.0012355337329420422
2017,9417,Purchases,0.0,6318052.248478787,1.7480370043117799
2017,9417,Solar,3.8,555.6769094263542,0.0
2017,9417,Wind,298.7,703771.4209897802,0.0
2017,963,Demand Response/ Demand-Side Management,51.3,1801.2372571564433,0.0
2017,963,Purchases,0.0,4969663.878291867,2.281429641717862
2017,9726,Demand Response/ Demand-Side Management,60.786,316182.77770747646,0.0
2017,9726,Pumped Storage,226.5,-79158.47577088757,0.0
2017,9726,Purchases,0.0,10714371.85039219,4.485141565999864
2018,10000,Battery Storage,1.0,0.0,0.0
2018,10000,Coal,2423.2029,8173613.873864735,8.06212576010354
2018,10000,Demand Response/ Demand-Side Management,349.56399999999996,726694.0902232327,0.0
2018,10000,Gas,987.2,190015.7565790105,0.11536996793142407
2018,10000,Nuclear,595.819,3244941.5618789257,0.0
2018,10000,Oil,490.20000000000005,1192.8227258794145,0.0067137485480688
2018,10000,Purchases,0.0,3735276.1712337756,0.6416166845439071
2018,10000,Wind,148.5,283992.7167424243,0.0
2018,10005 and 22500,Coal,3303.6499999999996,9652840.726442603,10.370237315770918
2018,10005 and 22500,Demand Response/ Demand-Side Management,253.0,2338.3328520235727,0.0
2018,10005 and 22500,Gas,1883.3,1519893.7247663,0.7973700581458387
2018,10005 and 22500,Nuclear,595.819,2853251.8351402027,0.0
2018,10005 and 22500,Oil,134.6,46.53988742351389,7.079198836569317e-05
2018,10005 and 22500,Purchases,0.0,6127461.415501983,2.4135957952279266
2018,10005 and 22500,Wind,429.6,1008189.9068489708,0.0
2018,10171 and 11249,Coal,5970.235,25449264.54734458,25.445709823054447
2018,10171 and 11249,Demand Response/ Demand-Side Management,493.40200000000004,1354183.5489312068,0.0
2018,10171 and 11249,Gas,3305.5,5534863.265720011,2.365709121978319
2018,10171 and 11249,Hydro,137.79999999999998,302303.73572823475,0.0
2018,10171 and 11249,Purchases,0.0,2496884.123574484,2.597404016366667
2018,10171 and 11249,Solar,10.0,14985.482725708893,0.0
2018,10331,Demand Response/ Demand-Side Management,0.0,0.0,0.0
2018,10331,Purchases,0.0,2108476.0,1.681577370062901
2018,11118,Hydro,19.1,44584.99011965665,0.0
2018,11118,Oil,12.6,-44.69119176891396,1.2107954774607604e-05
2018,11118,Purchases,0.0,158182.79133949903,0.049036139681687366
2018,11118,Unspecified,4.800000000000001,14426.605033274906,0.0
2018,11241,Coal,396.865,1642235.8074225457,1.766363845732602
2018,11241,Demand Response/ Demand-Side Management,19.54,107362.48200393666,0.0
2018,11241,Gas,7849.9,20292376.225045767,9.01775306915841
2018,11241,Nuclear,2235.7,15188728.3287162,0.0
2018,11241,Oil,43.272,21234.87126674873,0.024297401049198274
2018,11241,Purchases,0.0,17950240.673499014,10.129365078316562
2018,11241,Unspecified,277.6,1454670.7428375804,0.4012894602193539
2018,11479,Coal,332.56458,1713067.2049272517,1.645200744448229
2018,11479,Demand Response/ Demand-Side Management,34.8,0.0,0.0
2018,11479,Gas,452.375,409132.71745984256,0.23204985102726072
2018,11479,Oil,54.0,507.49206841885245,0.00038570173534047787
2018,11479,Purchases,0.0,1198336.535525636,0.6424108243735481
2018,11479,Wind,40.7,77074.58829742194,0.0
2018,1167,Demand Response/ Demand-Side Management,540.9580000000001,1575155.2793663105,0.0
2018,1167,Purchases,0.0,14642025.000000002,5.882686085519204
2018,1179,Oil,0.0,15.68679736241559,1.2017782376484979e-05
2018,1179,Purchases,0.0,1426897.507954564,0.26772139216392377
2018,11804,Demand Response/ Demand-Side Management,606.08,4595462.317231165,0.0
2018,11804,Purchases,0.0,6936502.395756606,2.8254059291077542
2018,11804,Solar,3.0,3650.3172686575963,0.0
2018,12087,Demand Response/ Demand-Side Management,0.1,35.84210526315789,0.0
2018,12087,Purchases,0.0,3867718.0,2.740885410452025
2018,12199,Coal,306.5,1697627.5364365107,2.0131639793698093
2018,12199,Demand Response/ Demand-Side Management,56.681,3442.6138193354504,0.0
2018,12199,Gas,195.0,4700.57589677609,0.0060417738486299956
2018,12199,Oil,4.0,5.9188783590045215,4.227597004870072e-06
2018,12199,Purchases,0.0,842305.7144726684,0.5632791960683724
2018,12199,RICE,18.6,6832.358585744219,0.003933966603985783
2018,12199,Unspecified,5.3,44305.763956328345,0.0
2018,12199,Wind,205.0,535914.9762187994,0.0
2018,12341,Battery Storage,1.1,0.0,0.0
2018,12341,Coal,2919.28993,11129928.082974263,10.60527664236167
2018,12341,Demand Response/ Demand-Side Management,1485.038,4224511.731155646,0.0
2018,12341,Gas,1591.8,461008.3522989651,0.20356405410951273
2018,12341,Hydro,3.6,9734.603678070916,0.0
2018,12341,Nuclear,504.6499999999999,2700917.6222716044,0.0
2018,12341,Oil,56.0,280.62464529110855,0.000211475975364364
2018,12341,Purchases,0.0,2678417.738553444,1.206311822543874
2018,12341,Wind,5198.6,9418103.058067879,0.0
2018,12390,Demand Response/ Demand-Side Management,234.433,1045394.892870978,0.0
2018,12390,Purchases,0.0,5289666.0844271565,1.9990576421861572
2018,12465,Nuclear,1296.0,0.0,0.0
2018,12524,Demand Response/ Demand-Side Management,0.0,31.36851023615926,0.0
2018,12524,Gas,16.0,118.09321500671722,0.00015976061199239562
2018,12524,Oil,2.0,0.0,1.063449811193219e-05
2018,12524,Purchases,0.0,1530655.0576739006,1.0847094115995524
2018,12524,RICE,103.5,155578.58473892757,0.0795967541238271
2018,12647,Bioenergy,99.3,74270.52139120609,0.009534315810454061
2018,12647,Coal,978.9000000000001,3988384.3529486847,4.08853126824736
2018,12647,Demand Response/ Demand-Side Management,330.0,256373.04712146547,0.0
2018,12647,Gas,116.0,8595.87595438171,0.007175679013118477
2018,12647,Hydro,121.5,381375.8697834243,0.0
2018,12647,Oil,0.6400000000000001,0.0,0.0
2018,12647,Purchases,0.0,4004244.6206695884,2.519126895165822
2018,12647,Wind,521.8,957125.079707411,0.0
2018,12685,Coal,450.0,2246805.3172751195,2.2453802458292986
2018,12685,Demand Response/ Demand-Side Management,26.841,117523.2746439967,0.0
2018,12685,Gas,2667.3,6792243.962867126,2.9651768422701954
2018,12685,Oil,10.0,252.4507122956375,0.0004466488274284684
2018,12685,Purchases,0.0,5250847.662265493,1.9826643315940842
2018,12686,Coal,548.3,706158.0453541696,0.7769000002147588
2018,12686,Demand Response/ Demand-Side Management,179.90999999999997,69817.09656168048,0.0
2018,12686,Gas,3331.26,8882864.221802587,3.7752600911229015
2018,12686,Purchases,0.0,644675.6130811577,0.288532839317936
2018,12698 and 56211,Coal,483.3,2919104.78904127,2.947091617758273
2018,12698 and 56211,Demand Response/ Demand-Side Management,286.591,511257.2550411067,0.0
2018,12698 and 56211,Gas,930.3,40304.13650996243,0.05543560072639167
2018,12698 and 56211,Oil,64.9,-234.00735654037894,0.00020676707737171345
2018,12698 and 56211,Purchases,0.0,5928911.4876747895,3.2639786600378558
2018,12698 and 56211,Solar,3.0,4361.906736262261,0.0
2018,12698 and 56211,Unspecified,1.6,4891.77969376295,0.0
2018,13032,Purchases,0.0,106021.54764971025,0.06669965435499005
2018,1307,Coal,2782.3453,608435.3740393992,0.6483076086074394
2018,1307,Gas,1195.8,64844.17867427593,0.031080084560642235
2018,1307,Oil,135.0,28.481122662154647,3.202382627573216e-05
2018,1307,Purchases,0.0,433250.66487843095,0.30709332862297517
2018,1307,RICE,111.60000000000001,7423.696776927306,0.0034852277949470726
2018,1307,Wind,285.7,32323.21168389271,0.0
2018,13214,Demand Response/ Demand-Side Management,210.74,1521021.7357659128,0.0
2018,13214,Purchases,0.0,4335003.0,0.9604306841253922
2018,13407,Coal,272.2509,1345474.9120756935,1.3196236590340296
2018,13407,Demand Response/ Demand-Side Management,518.3,1602336.7666577932,0.0
2018,13407,Gas,5354.025000000001,13662355.38286388,5.515131583794017
2018,13407,Purchases,0.0,6025012.529393179,1.2262208320793528
2018,13407,Solar,15.0,37181.95538802123,0.0
2018,13407,Unspecified,7.5,26326.470848167948,0.0
2018,13433,Oil,7.4,12.333372011438598,1.4661871737185297e-05
2018,13478,Battery Storage,0.5,0.0,0.0
2018,13478,Demand Response/ Demand-Side Management,23.754,103334.9200868131,0.0
2018,13478,Gas,607.0,2188187.921435798,0.8459072580225592
2018,13478,Purchases,0.0,3824184.2864801893,1.1302661010499486
2018,13478,Solar,1.1,1213.6394447757493,0.0
2018,13511,Demand Response/ Demand-Side Management,153.675,132521.26346656596,0.0
2018,13511,Gas,7.0,9.766984005276168,7.879925888119987e-06
2018,13511,Hydro,43.9,172606.64918001211,0.0
2018,13511,Oil,4.2,136.73777607386634,0.00010919403328446167
2018,13511,Purchases,0.0,7756121.275559737,1.6810862125733843
2018,13573,Demand Response/ Demand-Side Management,638.0,2122047.7781272335,0.0
2018,13573,Purchases,0.0,14810982.018497182,2.5205372235739416
2018,13697,Oil,5.6,-80.99999999999999,6.13275359914e-06
2018,13697,Purchases,0.0,39069.0,0.014594189728669632
2018,13756,Coal,2483.4,8917707.01231686,9.567464211770021
2018,13756,Demand Response/ Demand-Side Management,150.042,729732.0751744959,0.0
2018,13756,Gas,877.4,2935063.7199663906,1.1278693447900099
2018,13756,Hydro,19.1,43280.217873849244,0.0
2018,13756,Purchases,0.0,4915671.674020698,2.8929777021620455
2018,13780,Demand Response/ Demand-Side Management,8.3,1502.235,0.0
2018,13780,Purchases,0.0,6367948.999999999,2.512362319072194
2018,13781,Battery Storage,1.1,-575.7037999951974,0.0
2018,13781,Bioenergy,70.4,157657.94807319666,0.008490264577938857
2018,13781,Coal,2682.8329999999996,9285498.601336967,8.999758498068198
2018,13781,Demand Response/ Demand-Side Management,2644.8129999999996,5028255.469008204,0.0
2018,13781,Gas,3056.5,4257897.345951956,1.6927024327460876
2018,13781,Hydro,270.7,713759.9967519145,0.0
2018,13781,Nuclear,1871.2,10416407.17506825,0.0
2018,13781,Oil,441.1,1341.2795393601443,0.0020036490647905945
2018,13781,Purchases,0.0,9254425.03055824,2.154688771321985
2018,13781,Unspecified,48.0,157959.7110316439,0.0027508501304866185
2018,13781,Wind,851.5,2141924.8926537554,0.0
2018,13809,Coal,210.70412000000002,586019.8315830115,0.5922391070578125
2018,13809,Demand Response/ Demand-Side Management,13.700000000000001,7880.416073124813,0.0
2018,13809,Gas,140.1,26492.90680044336,0.015697971421961273
2018,13809,Oil,42.834,-190.33820374221878,5.8507723500971015e-05
2018,13809,Purchases,0.0,1009427.980438413,0.3935548341439626
2018,13809,RICE,8.7,-100.90436751442253,1.9039510598194315e-05
2018,13809,Wind,80.0,151662.9929240528,0.0
2018,13815,Demand Response/ Demand-Side Management,1.0,0.0,0.0
2018,13815,Oil,27.900000000000002,-733.9999999999999,6.428307989459999e-06
2018,13815,Purchases,0.0,195185.99999999997,0.11612251635087371
2018,13902,Coal,247.11,1160786.5967784738,1.226984478095621
2018,13902,Demand Response/ Demand-Side Management,2210.59,1155444.954426124,0.0
2018,13902,Hydro,422.7,2321004.209958835,0.0
2018,13902,Oil,4.7,169.16445863227514,0.00013121118421741292
2018,13902,Purchases,0.0,2765393.231865972,1.0798224483049024
2018,13902,Wind,49.7,134329.46069656193,0.0
2018,13998,Demand Response/ Demand-Side Management,472.197,1713616.278414269,0.0
2018,13998,Purchases,0.0,4306987.0,1.8099718736588768
2018,14006,Battery Storage,2.0,-1026.2370887642721,0.0
2018,14006,Demand Response/ Demand-Side Management,479.666,2730426.5256591667,0.0
2018,14006,Purchases,0.0,12763031.228120182,6.836872502581664
2018,14015,Coal,1086.5,71770.5773754416,0.07168436607408912
2018,14015,Purchases,0.0,80227.23225604344,0.08024912855860591
2018,14063,Coal,2854.0,7915628.7769322265,8.506179768248495
2018,14063,Demand Response/ Demand-Side Management,602.4490000000001,934294.9245813931,0.0
2018,14063,Gas,4347.637,8184322.554721438,3.6892363471070677
2018,14063,Purchases,0.0,11977686.16733428,8.716582370113397
2018,14063,Solar,12.5,24706.8105457921,0.0
2018,14063,Wind,448.2,1276455.3138346532,0.0
2018,14154,Demand Response/ Demand-Side Management,202.91000000000003,132679.9789889549,0.0
2018,14154,Purchases,0.0,1834013.6059770316,0.3551081407502645
2018,14232,Coal,529.45,2692851.7054458344,2.8527574952875523
2018,14232,Demand Response/ Demand-Side Management,105.01899999999999,515026.6745755167,0.0
2018,14232,Gas,50.0,65189.92098116752,0.03521138932270147
2018,14232,Hydro,1.0,4285.963021697094,0.0
2018,14232,Oil,76.43900000000001,689.7060142489505,0.0013165146825687862
2018,14232,Purchases,0.0,1938553.7773482373,1.1968461485036568
2018,14232,Wind,138.0,444518.81945909647,0.0
2018,14328,Battery Storage,6.0,-4565.191400532571,0.0
2018,14328,Demand Response/ Demand-Side Management,2561.0,9815471.874631103,0.0
2018,14328,Gas,1332.1,4852301.422117053,1.8595221446528136
2018,14328,Hydro,2567.0,6446866.349079752,0.0
2018,14328,Nuclear,2323.0,14938591.504174737,0.0
2018,14328,Pumped Storage,702.0,-338559.05611064215,0.0
2018,14328,Purchases,0.0,25698715.647722885,3.652932520135045
2018,14328,RICE,167.0,314840.72967862623,0.14680247331337815
2018,14328,Solar,152.0,254280.99697116614,0.0
2018,14328,Unspecified,3.0,13057.464444211017,0.004090017701449053
2018,14354,Coal,6909.49197,30497122.656697325,31.46717630127246
2018,14354,Demand Response/ Demand-Side Management,999.5,8772549.715956105,0.0
2018,14354,Gas,3534.7,8974498.77545939,3.5476424196709657
2018,14354,Geothermal,44.8,193828.48296266102,0.01409217454374301
2018,14354,Hydro,1053.9,2830778.2209442947,0.0
2018,14354,Purchases,0.0,11951507.135310331,3.149005847667923
2018,14354,Solar,2.0,3574.1447042399486,0.0
2018,14354,Wind,1031.71906,2588460.336709587,0.0
2018,14711,Demand Response/ Demand-Side Management,132.947,847682.8371081894,0.0
2018,14711,Purchases,0.0,4603319.019162121,2.442814174620708
2018,14715,Demand Response/ Demand-Side Management,1035.9470000000001,2519776.6345576434,0.0
2018,14715,Purchases,0.0,12145825.325096374,4.35263760624011
2018,14716,Demand Response/ Demand-Side Management,115.59500000000001,321969.2785279507,0.0
2018,14716,Purchases,0.0,1665682.9999999998,0.8504559143896762
2018,14940,Demand Response/ Demand-Side Management,527.65,4720949.488598489,0.0
2018,14940,Purchases,0.0,12932409.832747152,4.8559238252613115
2018,15086,Purchases,0.0,18743.73916522284,2.732431834243874
2018,15248,Battery Storage,5.0,-428.1379766468809,0.0
2018,15248,Coal,907.46,2377795.971692447,2.472019466823055
2018,15248,Demand Response/ Demand-Side Management,24.2,0.0,0.0
2018,15248,Gas,1860.0,5833971.469238367,2.210045147340576
2018,15248,Hydro,485.34941,1160510.4546319311,0.0
2018,15248,Purchases,0.0,7094305.191108997,1.40132443121612
2018,15248,RICE,225.60000000000002,86741.53964292715,0.04792118990972737
2018,15248,Wind,716.5,1481244.276503461,0.0
2018,15263 and 12796,Coal,3204.0,14799941.670270244,13.972771922942087
2018,15263 and 12796,Demand Response/ Demand-Side Management,187.512,587212.579578651,0.0
2018,15263 and 12796,Purchases,0.0,5521733.36969424,4.011756421982378
2018,15270,Demand Response/ Demand-Side Management,604.7,1407920.0980380776,0.0
2018,15270,Purchases,0.0,10000151.0,4.017161338277252
